	value	id	patient_id	channel	patient_type	cell_id
24812	0.0	281	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_281
24816	1.0	282	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_282
24820	0.0	283	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_283
24824	0.0	284	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_284
24828	0.0	285	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_285
24832	1.0	286	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_286
24836	1.0	287	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_287
24840	0.0	288	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_288
24844	0.0	289	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_289
24848	1.0	290	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_290
24852	0.0	291	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_291
24856	0.0	292	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_292
24860	0.0	293	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_293
24864	0.0	294	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_294
24868	0.0	295	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_295
24872	0.0	296	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_296
24876	0.0	297	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_297
24880	0.0	298	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_298
24884	0.0	299	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_299
24888	0.0	300	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_300
24892	0.0	301	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_301
24896	1.0	302	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_302
24900	0.0	303	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_303
24904	0.0	304	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_304
24908	1.0	305	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_305
24912	1.0	306	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_306
24916	0.0	307	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_307
24920	0.0	308	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_308
24924	0.0	309	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_309
24928	0.0	310	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_310
24932	0.0	311	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_311
24936	0.0	312	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_312
24940	0.0	313	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_313
24944	0.0	314	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_314
24948	0.0	315	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_315
24952	0.0	316	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_316
24956	1.0	317	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_317
24960	0.0	318	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_318
24964	0.0	319	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_319
24968	0.0	320	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_320
24972	0.0	321	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_321
24976	0.0	322	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_322
24980	0.0	323	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_323
24984	0.0	324	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_324
24988	0.0	325	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_325
24992	1.0	326	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_326
24996	0.0	327	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_327
25000	0.0	328	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_328
25004	0.0	329	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_329
25008	0.0	330	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_330
25012	0.0	331	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_331
25016	0.0	332	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_332
25020	1.0	333	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_333
25024	0.0	334	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_334
25028	0.0	335	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_335
25032	0.0	336	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_336
25036	0.0	337	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_337
25040	0.0	338	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_338
25044	0.0	339	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_339
25048	0.0	340	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_340
25052	1.0	341	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_341
25056	1.0	342	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_342
25060	0.0	343	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_343
25064	0.0	344	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_344
25068	1.0	345	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_345
25072	0.0	346	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_346
25076	0.0	347	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_347
25080	0.0	348	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_348
25084	0.0	349	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_349
25088	0.0	350	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_350
25092	1.0	351	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_351
25096	0.0	352	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_352
25100	0.0	353	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_353
25104	0.0	354	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_354
25108	1.0	355	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_355
25112	0.0	356	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_356
25116	0.0	357	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_357
25120	1.0	358	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_358
25124	0.0	359	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_359
25128	0.0	360	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_360
25132	0.0	361	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_361
25136	0.0	362	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_362
25140	0.0	363	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_363
25144	0.0	364	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_364
25148	0.0	365	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_365
25152	0.0	366	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_366
25156	0.0	367	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_367
25160	0.0	368	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_368
25164	0.0	369	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_369
25168	0.0	370	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_370
25172	0.0	371	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_371
25176	0.0	372	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_372
25180	1.0	373	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_373
25184	1.0	374	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_374
25188	0.0	375	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_375
25192	0.0	376	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_376
25196	0.0	377	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_377
25200	0.0	378	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_378
25204	1.0	379	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_379
25208	0.0	380	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_380
25212	0.0	381	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_381
25216	0.0	382	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_382
25220	1.0	383	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_383
25224	0.0	384	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_384
25228	0.0	385	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_385
25232	0.0	386	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_386
25236	0.0	387	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_387
25240	0.0	388	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_388
25244	0.0	389	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_389
25248	0.0	390	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_390
25252	0.0	391	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_391
25256	0.0	392	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_392
25260	0.0	393	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_393
25264	1.0	394	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_394
25268	0.0	395	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_395
25272	0.0	396	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_396
25276	1.0	397	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_397
25280	1.0	398	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_398
25284	1.0	399	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_399
25288	0.0	400	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_400
25292	0.0	401	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_401
25296	0.0	402	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_402
25300	1.0	403	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_403
25304	0.0	404	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_404
25308	0.0	405	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_405
25312	1.0	406	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_406
25316	0.0	407	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_407
25320	0.0	408	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_408
25324	0.0	409	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_409
25328	0.0	410	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_410
25332	1.0	411	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_411
25336	0.0	412	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_412
25340	1.0	413	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_413
25344	1.0	414	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_414
25348	0.0	415	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_415
25352	0.0	416	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_416
25356	0.0	417	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_417
25360	0.0	418	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_418
25364	0.0	419	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_419
25368	0.0	420	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_420
25372	1.0	421	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_421
25376	0.0	422	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_422
25380	0.0	423	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_423
25384	1.0	424	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_424
25388	0.0	425	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_425
25392	0.0	426	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_426
25396	0.0	427	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_427
25400	0.0	428	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_428
25404	0.0	429	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_429
25408	0.0	430	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_430
25412	0.0	431	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_431
25416	0.0	432	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_432
25420	0.0	433	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_433
25424	0.0	434	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_434
25428	0.0	435	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_435
25432	0.0	436	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_436
25436	0.0	437	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_437
25440	0.0	438	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_438
25444	0.0	439	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_439
25448	0.0	440	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_440
25452	0.0	441	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_441
25456	0.0	442	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_442
25460	0.0	443	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_443
25464	1.0	444	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_444
25468	0.0	445	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_445
25472	0.0	446	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_446
25476	0.0	447	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_447
25480	0.0	448	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_448
25484	0.0	449	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_449
25488	0.0	450	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_450
25492	0.0	451	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_451
25496	1.0	452	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_452
25500	0.0	453	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_453
25504	0.0	454	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_454
25508	0.0	455	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_455
25512	0.0	456	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_456
25516	0.0	457	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_457
25520	0.0	458	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_458
25524	0.0	459	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_459
25528	0.0	460	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_460
25532	1.0	461	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_461
25536	0.0	462	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_462
25540	0.0	463	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_463
25544	0.0	464	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_464
25548	0.0	465	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_465
25552	0.0	466	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_466
25556	0.0	467	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_467
25560	0.0	468	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_468
25564	0.0	469	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_469
25568	0.0	470	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_470
25572	0.0	471	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_471
25576	1.0	472	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_472
25580	0.0	473	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_473
25584	0.0	474	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_474
25588	0.0	475	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_475
25592	0.0	476	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_476
25596	1.0	477	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_477
25600	0.0	478	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_478
25604	0.0	479	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_479
25608	1.0	480	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_480
25612	0.0	481	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_481
25616	0.0	482	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_482
25620	1.0	483	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_483
25624	1.0	484	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_484
25628	0.0	485	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_485
25632	0.0	486	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_486
25636	0.0	487	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_487
25640	0.0	488	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_488
25644	0.0	489	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_489
25648	1.0	490	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_490
25652	0.0	491	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_491
25656	0.0	492	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_492
25660	0.0	493	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_493
25664	0.0	494	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_494
25668	0.0	495	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_495
25672	0.0	496	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_496
25676	0.0	497	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_497
25680	0.0	498	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_498
25684	0.0	499	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_499
25688	0.0	500	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_500
25692	1.0	501	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_501
25696	0.0	502	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_502
25700	0.0	503	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_503
25704	0.0	504	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_504
25708	1.0	505	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_505
25712	0.0	506	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_506
25716	1.0	507	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_507
25720	0.0	508	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_508
25724	0.0	509	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_509
25728	1.0	510	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_510
25732	0.0	511	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_511
25736	0.0	512	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_512
25740	0.0	513	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_513
25744	1.0	514	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_514
25748	0.0	515	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_515
25752	0.0	516	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_516
25756	0.0	517	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_517
25760	0.0	518	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_518
25764	0.0	519	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_519
25768	1.0	520	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_520
25772	0.0	521	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_521
25776	1.0	522	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_522
25780	0.0	523	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_523
25784	0.0	524	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_524
25788	0.0	525	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_525
25792	1.0	526	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_526
25796	0.0	527	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_527
25800	0.0	528	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_528
25804	1.0	529	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_529
25808	0.0	530	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_530
25812	0.0	531	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_531
25816	0.0	532	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_532
25820	0.0	533	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_533
25824	0.0	534	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_534
25828	0.0	535	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_535
25832	1.0	536	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_536
25836	0.0	537	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_537
25840	1.0	538	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_538
25844	1.0	539	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_539
25848	0.0	540	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_540
25852	0.0	541	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_541
25856	0.0	542	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_542
25860	0.0	543	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_543
25864	0.0	544	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_544
25868	0.0	545	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_545
25872	0.0	546	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_546
25876	0.0	547	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_547
25880	0.0	548	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_548
25884	0.0	549	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_549
25888	0.0	550	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_550
25892	0.0	551	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_551
25896	1.0	552	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_552
25900	0.0	553	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_553
25904	0.0	554	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_554
25908	0.0	555	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_555
25912	0.0	556	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_556
25916	0.0	557	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_557
25920	1.0	558	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_558
25924	0.0	559	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_559
25928	0.0	560	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_560
25932	1.0	561	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_561
25936	0.0	562	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_562
25940	0.0	563	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_563
25944	0.0	564	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_564
25948	0.0	565	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_565
25952	0.0	566	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_566
25956	0.0	567	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_567
25960	1.0	568	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_568
25964	1.0	569	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_569
25968	1.0	570	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_570
25972	1.0	571	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_571
25976	0.0	572	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_572
25980	0.0	573	P10	NDUFB8_MCLASS_DEFICIENT	patient	P10_573
23692	0.0	1	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_1
23696	0.0	2	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_2
23700	0.0	3	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_3
23704	0.0	4	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_4
23708	0.0	5	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_5
23712	0.0	6	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_6
23716	0.0	7	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_7
23720	0.0	8	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_8
23724	0.0	9	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_9
23728	0.0	10	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_10
23732	0.0	11	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_11
23736	0.0	12	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_12
23740	0.0	13	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_13
23744	0.0	14	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_14
23748	0.0	15	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_15
23752	0.0	16	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_16
23756	0.0	17	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_17
23760	0.0	18	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_18
23764	0.0	19	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_19
23768	0.0	20	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_20
23772	0.0	21	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_21
23776	0.0	22	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_22
23780	0.0	23	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_23
23784	0.0	24	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_24
23788	0.0	25	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_25
23792	0.0	26	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_26
23796	0.0	27	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_27
23800	0.0	28	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_28
23804	0.0	29	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_29
23808	0.0	30	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_30
23812	0.0	31	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_31
23816	0.0	32	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_32
23820	0.0	33	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_33
23824	0.0	34	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_34
23828	0.0	35	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_35
23832	0.0	36	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_36
23836	0.0	37	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_37
23840	0.0	38	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_38
23844	0.0	39	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_39
23848	0.0	40	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_40
23852	0.0	41	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_41
23856	0.0	42	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_42
23860	0.0	43	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_43
23864	0.0	44	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_44
23868	0.0	45	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_45
23872	0.0	46	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_46
23876	0.0	47	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_47
23880	0.0	48	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_48
23884	0.0	49	P10	NDUFB8_MCLASS_OVEREXP	patient	P10_49
